transaction_id,cardholder_id,timestamp,amount,merchant_category,merchant_id,merchant_name,city
TX_012317,CH_0487,2026-02-13 19:00:55,262.91,Digital Services,M_5255,AmazonCloud,San Jose
TX_003414,CH_0206,2026-02-13 19:04:51,126.71,Entertainment,M_9172,NetflixInc,Chicago
TX_012404,CH_0697,2026-02-13 19:12:47,17.44,Entertainment,M_1632,AMCTheaters,San Antonio
TX_001646,CH_0603,2026-02-13 19:17:59,185.07,Retail,M_3476,MacyShop,Houston
TX_006505,CH_0296,2026-02-13 19:30:01,168.52,Gas/Travel,M_0100,UberRide,New York
TX_VEL_020130,CH_0696,2026-02-13 20:24:50,128.06,Digital Services,M_9999,SteamGames,San Jose
TX_006738,CH_0913,2026-02-13 20:25:07,228.08,Digital Services,M_5656,AppleStore,Houston
TX_VEL_020131,CH_0696,2026-02-13 20:25:35,96.63,Digital Services,M_9999,SteamGames,San Jose
TX_VEL_020132,CH_0696,2026-02-13 20:26:20,91.74,Digital Services,M_9999,SteamGames,San Jose
TX_VEL_020133,CH_0696,2026-02-13 20:27:05,117.18,Digital Services,M_9999,SteamGames,San Jose
TX_012374,CH_0120,2026-02-13 20:37:14,162.11,Digital Services,M_7665,GooglePlay,San Antonio
TX_002798,CH_0060,2026-02-13 21:07:20,122.19,Digital Services,M_5255,AmazonCloud,San Jose
TX_016636,CH_0494,2026-02-13 21:22:15,293.71,Grocery,M_9638,DailyGrocer,San Antonio
TX_019576,CH_0714,2026-02-13 21:35:50,28.52,Digital Services,M_5656,AppleStore,San Diego
TX_002856,CH_0294,2026-02-13 21:38:37,34.71,Retail,M_6055,TargetRun,New York
TX_003386,CH_0951,2026-02-13 21:56:10,175.07,Grocery,M_8505,FreshMart,Phoenix
TX_014659,CH_0388,2026-02-13 21:59:19,12.27,Digital Services,M_5255,AmazonCloud,Los Angeles
TX_009941,CH_0261,2026-02-13 22:06:51,131.53,Entertainment,M_9172,NetflixInc,San Jose
TX_007371,CH_0318,2026-02-13 22:07:03,269.7,Retail,M_3476,MacyShop,Philadelphia
TX_004468,CH_0931,2026-02-13 22:19:49,166.25,Gas/Travel,M_8105,DeltaAir,Phoenix
TX_005934,CH_0987,2026-02-13 22:26:31,103.43,Grocery,M_8505,FreshMart,San Diego
TX_012951,CH_0080,2026-02-13 22:29:36,43.77,Entertainment,M_9172,NetflixInc,San Diego
TX_003011,CH_0986,2026-02-13 22:32:46,66.6,Digital Services,M_5656,AppleStore,Chicago
TX_009372,CH_0698,2026-02-13 22:46:53,269.1,Grocery,M_3462,SuperSaver,Dallas
TX_004750,CH_0314,2026-02-13 22:50:32,168.88,Entertainment,M_1632,AMCTheaters,Chicago
TX_002520,CH_0026,2026-02-13 22:55:25,220.34,Grocery,M_8505,FreshMart,Dallas
TX_004495,CH_0318,2026-02-13 22:56:12,113.65,Digital Services,M_5656,AppleStore,San Antonio
TX_003233,CH_0391,2026-02-13 23:09:33,82.24,Retail,M_0750,NordstromStyle,Los Angeles
TX_019477,CH_0285,2026-02-13 23:12:00,251.76,Gas/Travel,M_6552,ShellGas,Chicago
TX_013279,CH_0660,2026-02-13 23:22:31,22.42,Digital Services,M_7752,SteamGames,San Jose
TX_000047,CH_0473,2026-02-13 23:33:34,244.23,Grocery,M_1888,WholeFoodsCo,Houston
TX_017420,CH_0662,2026-02-13 23:51:59,294.88,Digital Services,M_5255,AmazonCloud,San Diego
TX_003961,CH_0983,2026-02-14 00:06:46,169.34,Entertainment,M_4235,TicketMaster,New York
TX_006111,CH_0955,2026-02-14 00:06:51,69.2,Digital Services,M_7752,SteamGames,Houston
TX_012745,CH_0562,2026-02-14 00:13:54,28.57,Retail,M_0439,WalmartDirect,Dallas
TX_017446,CH_0936,2026-02-14 00:17:18,290.38,Digital Services,M_5255,AmazonCloud,Los Angeles
TX_007804,CH_0145,2026-02-14 00:21:11,272.09,Digital Services,M_7665,GooglePlay,Chicago
TX_008581,CH_0947,2026-02-14 00:32:52,226.23,Entertainment,M_9172,NetflixInc,Phoenix
TX_002777,CH_0125,2026-02-14 00:39:23,69.56,Retail,M_6055,TargetRun,New York
TX_008820,CH_0541,2026-02-14 01:15:12,48.81,Retail,M_0439,WalmartDirect,San Jose
TX_012856,CH_0434,2026-02-14 01:56:34,253.64,Retail,M_3476,MacyShop,San Jose
TX_010823,CH_0805,2026-02-14 02:01:10,211.81,Digital Services,M_5255,AmazonCloud,Philadelphia
TX_019208,CH_0889,2026-02-14 02:49:01,275.97,Gas/Travel,M_9191,ChevronStation,San Diego
TX_016785,CH_0176,2026-02-14 03:05:27,272.79,Digital Services,M_5656,AppleStore,San Diego
TX_013851,CH_0566,2026-02-14 03:17:29,229.96,Gas/Travel,M_9191,ChevronStation,Philadelphia
TX_018730,CH_0011,2026-02-14 03:30:49,214.88,Digital Services,M_7665,GooglePlay,New York
TX_014100,CH_0131,2026-02-14 03:39:57,228.27,Gas/Travel,M_9191,ChevronStation,Dallas
TX_019453,CH_0874,2026-02-14 03:39:59,134.26,Gas/Travel,M_6552,ShellGas,Dallas
TX_010457,CH_0938,2026-02-14 03:44:30,52.05,Retail,M_0750,NordstromStyle,Philadelphia
TX_019460,CH_0201,2026-02-14 03:44:49,82.44,Gas/Travel,M_9191,ChevronStation,Philadelphia
TX_012728,CH_0016,2026-02-14 03:59:38,285.54,Retail,M_0750,NordstromStyle,Chicago
TX_DUP_023195,CH_0758,2026-02-14 04:18:16,54.02,Entertainment,M_1111,NetflixInc,San Diego
TX_DUP_023196,CH_0758,2026-02-14 04:20:16,54.02,Entertainment,M_1111,NetflixInc,San Diego
TX_017760,CH_0667,2026-02-14 04:29:51,174.14,Grocery,M_1888,WholeFoodsCo,Dallas
TX_015053,CH_0909,2026-02-14 04:35:21,152.05,Grocery,M_3462,SuperSaver,San Diego
TX_002115,CH_0753,2026-02-14 04:54:35,55.31,Grocery,M_3462,SuperSaver,San Jose
TX_000641,CH_0977,2026-02-14 04:57:17,97.6,Grocery,M_9638,DailyGrocer,Houston
TX_008396,CH_0780,2026-02-14 05:26:07,205.84,Grocery,M_1888,WholeFoodsCo,San Diego
TX_002250,CH_0462,2026-02-14 05:29:43,66.52,Grocery,M_8505,FreshMart,Dallas
TX_005879,CH_0713,2026-02-14 05:54:32,169.9,Gas/Travel,M_9191,ChevronStation,Philadelphia
TX_002918,CH_0651,2026-02-14 06:03:05,136.11,Digital Services,M_5255,AmazonCloud,Philadelphia
TX_018509,CH_0714,2026-02-14 06:04:49,67.24,Retail,M_6055,TargetRun,Los Angeles
TX_016347,CH_0567,2026-02-14 06:11:45,241.99,Retail,M_0439,WalmartDirect,San Antonio
TX_005566,CH_0499,2026-02-14 06:38:17,194.18,Retail,M_0439,WalmartDirect,New York
TX_013177,CH_0042,2026-02-14 06:45:09,217.74,Grocery,M_9638,DailyGrocer,San Antonio
TX_008657,CH_0148,2026-02-14 06:56:10,149.29,Entertainment,M_9172,NetflixInc,San Jose
TX_007922,CH_0961,2026-02-14 06:59:43,299.55,Digital Services,M_5656,AppleStore,New York
TX_013418,CH_0700,2026-02-14 07:01:38,178.09,Digital Services,M_7665,GooglePlay,Phoenix
TX_003335,CH_0474,2026-02-14 07:04:40,254.23,Gas/Travel,M_8105,DeltaAir,Philadelphia
TX_014628,CH_0394,2026-02-14 07:10:49,127.66,Retail,M_0439,WalmartDirect,Phoenix
TX_014146,CH_0345,2026-02-14 07:20:36,31.36,Entertainment,M_8473,SpotifyMusic,Houston
TX_007127,CH_0708,2026-02-14 07:50:59,123.58,Gas/Travel,M_6552,ShellGas,San Diego
TX_016709,CH_0838,2026-02-14 07:57:13,235.46,Gas/Travel,M_0100,UberRide,Houston
TX_005653,CH_0350,2026-02-14 07:59:38,102.16,Grocery,M_8505,FreshMart,San Jose
TX_009623,CH_0717,2026-02-14 08:00:54,58.99,Grocery,M_1888,WholeFoodsCo,San Antonio
TX_019815,CH_0003,2026-02-14 08:04:44,89.29,Gas/Travel,M_6552,ShellGas,Los Angeles
TX_VEL_021230,CH_0502,2026-02-14 08:22:51,122.91,Digital Services,M_9999,SteamGames,Dallas
TX_VEL_021231,CH_0502,2026-02-14 08:23:36,84.61,Digital Services,M_9999,SteamGames,Dallas
TX_VEL_021232,CH_0502,2026-02-14 08:24:21,83.54,Digital Services,M_9999,SteamGames,Dallas
TX_VEL_021233,CH_0502,2026-02-14 08:25:06,111.76,Digital Services,M_9999,SteamGames,Dallas
TX_003731,CH_0938,2026-02-14 08:34:52,115.13,Digital Services,M_5255,AmazonCloud,Los Angeles
TX_014131,CH_0786,2026-02-14 08:36:20,45.62,Retail,M_0439,WalmartDirect,San Jose
TX_009468,CH_0863,2026-02-14 08:57:37,249.2,Digital Services,M_7752,SteamGames,Houston
TX_015996,CH_0347,2026-02-14 09:10:02,170.77,Gas/Travel,M_8105,DeltaAir,Los Angeles
TX_008374,CH_0647,2026-02-14 09:12:44,128.12,Grocery,M_8505,FreshMart,Phoenix
TX_013269,CH_0431,2026-02-14 09:14:58,29.43,Digital Services,M_5656,AppleStore,New York
TX_004181,CH_0005,2026-02-14 09:34:58,13.62,Grocery,M_9638,DailyGrocer,Houston
TX_005849,CH_0008,2026-02-14 09:45:24,249.07,Digital Services,M_7752,SteamGames,Philadelphia
TX_008220,CH_0472,2026-02-14 10:12:40,62.45,Retail,M_0750,NordstromStyle,New York
TX_018932,CH_0077,2026-02-14 10:25:33,138.55,Gas/Travel,M_0100,UberRide,Philadelphia
TX_006977,CH_0114,2026-02-14 10:35:57,24.24,Entertainment,M_1632,AMCTheaters,Houston
TX_019299,CH_0096,2026-02-14 10:58:03,218.17,Entertainment,M_4235,TicketMaster,Dallas
TX_003053,CH_0696,2026-02-14 11:01:37,19.82,Digital Services,M_5656,AppleStore,San Antonio
TX_014081,CH_0172,2026-02-14 11:05:36,119.65,Gas/Travel,M_8105,DeltaAir,Dallas
TX_007124,CH_0948,2026-02-14 11:11:55,117.51,Retail,M_0750,NordstromStyle,San Antonio
TX_010208,CH_0954,2026-02-14 11:12:49,186.0,Entertainment,M_9172,NetflixInc,San Jose
TX_012324,CH_0516,2026-02-14 11:23:52,287.19,Grocery,M_3462,SuperSaver,Houston
TX_019853,CH_0502,2026-02-14 11:34:33,111.84,Retail,M_0750,NordstromStyle,Phoenix
TX_009460,CH_0152,2026-02-14 12:24:24,196.86,Entertainment,M_8473,SpotifyMusic,San Antonio
TX_008626,CH_0393,2026-02-14 12:42:49,104.35,Gas/Travel,M_6552,ShellGas,San Diego
TX_006888,CH_0446,2026-02-14 12:54:35,165.38,Gas/Travel,M_9191,ChevronStation,Dallas
TX_015641,CH_0715,2026-02-14 13:17:10,11.07,Grocery,M_8505,FreshMart,Los Angeles
TX_001492,CH_0385,2026-02-14 13:22:44,283.12,Grocery,M_1888,WholeFoodsCo,New York
TX_014566,CH_0243,2026-02-14 13:31:04,218.15,Retail,M_0439,WalmartDirect,Chicago
TX_007223,CH_0206,2026-02-14 13:36:02,154.81,Entertainment,M_4235,TicketMaster,Los Angeles
TX_017956,CH_0969,2026-02-14 13:49:48,265.74,Gas/Travel,M_0100,UberRide,Philadelphia
TX_011027,CH_0353,2026-02-14 14:00:12,40.48,Gas/Travel,M_6552,ShellGas,Dallas
TX_003163,CH_0978,2026-02-14 14:07:01,52.61,Entertainment,M_8473,SpotifyMusic,Chicago
TX_019549,CH_0990,2026-02-14 14:17:25,15.62,Retail,M_6055,TargetRun,San Jose
TX_002102,CH_0262,2026-02-14 14:23:24,173.31,Gas/Travel,M_6552,ShellGas,Dallas
TX_002788,CH_0673,2026-02-14 14:23:51,219.38,Grocery,M_9638,DailyGrocer,Phoenix
TX_004790,CH_0328,2026-02-14 14:31:14,112.82,Retail,M_0750,NordstromStyle,San Antonio
TX_015134,CH_0492,2026-02-14 14:40:01,189.74,Digital Services,M_5255,AmazonCloud,Chicago
TX_017734,CH_0294,2026-02-14 14:40:06,294.72,Retail,M_0439,WalmartDirect,Phoenix
TX_011280,CH_0874,2026-02-14 14:46:06,93.95,Gas/Travel,M_0100,UberRide,Phoenix
TX_009489,CH_0123,2026-02-14 14:51:23,9.7,Digital Services,M_7752,SteamGames,Dallas
TX_011252,CH_0247,2026-02-14 14:53:51,105.14,Entertainment,M_9172,NetflixInc,Los Angeles
TX_008095,CH_0210,2026-02-14 14:57:41,177.92,Gas/Travel,M_6552,ShellGas,Phoenix
TX_019395,CH_0971,2026-02-14 14:59:33,225.56,Digital Services,M_7752,SteamGames,Phoenix
TX_001306,CH_0791,2026-02-14 15:26:22,102.76,Entertainment,M_4235,TicketMaster,San Diego
TX_010613,CH_0536,2026-02-14 16:21:33,86.39,Digital Services,M_7665,GooglePlay,San Antonio
TX_016873,CH_0311,2026-02-14 16:28:10,110.11,Grocery,M_3462,SuperSaver,Chicago
TX_017186,CH_0753,2026-02-14 16:31:22,252.05,Entertainment,M_1632,AMCTheaters,San Antonio
TX_VEL_021570,CH_0118,2026-02-14 16:47:40,103.81,Digital Services,M_9999,SteamGames,San Jose
TX_VEL_021571,CH_0118,2026-02-14 16:48:25,121.38,Digital Services,M_9999,SteamGames,San Jose
TX_VEL_021572,CH_0118,2026-02-14 16:49:10,96.53,Digital Services,M_9999,SteamGames,San Jose
TX_VEL_021573,CH_0118,2026-02-14 16:49:55,100.43,Digital Services,M_9999,SteamGames,San Jose
TX_015065,CH_0517,2026-02-14 17:02:01,152.59,Gas/Travel,M_9191,ChevronStation,Dallas
TX_013048,CH_0870,2026-02-14 17:23:50,77.37,Entertainment,M_8473,SpotifyMusic,Dallas
TX_010808,CH_0279,2026-02-14 17:31:48,107.07,Digital Services,M_5656,AppleStore,Houston
TX_014407,CH_0661,2026-02-14 17:36:21,29.81,Digital Services,M_5656,AppleStore,New York
TX_009293,CH_0082,2026-02-14 17:57:35,216.55,Gas/Travel,M_9191,ChevronStation,New York
TX_014789,CH_0685,2026-02-14 18:00:07,259.9,Digital Services,M_7665,GooglePlay,Philadelphia
TX_017645,CH_0026,2026-02-14 18:00:39,175.11,Retail,M_0750,NordstromStyle,Philadelphia
TX_016885,CH_0701,2026-02-14 18:10:23,14.44,Grocery,M_3462,SuperSaver,Phoenix
TX_002695,CH_0385,2026-02-14 18:19:21,204.64,Entertainment,M_1632,AMCTheaters,San Diego
TX_LMT_026058,CH_0483,2026-02-14 18:25:55,466.51,Gas/Travel,M_8888,DeltaAir,Chicago
TX_008458,CH_0319,2026-02-14 18:27:43,196.86,Grocery,M_8505,FreshMart,Philadelphia
TX_016773,CH_0659,2026-02-14 18:41:05,83.44,Gas/Travel,M_0100,UberRide,San Jose
TX_006846,CH_0744,2026-02-14 19:07:20,247.56,Retail,M_0750,NordstromStyle,San Diego
TX_004045,CH_0900,2026-02-14 19:22:45,53.09,Entertainment,M_9172,NetflixInc,Dallas
TX_005933,CH_0740,2026-02-14 19:28:40,23.49,Entertainment,M_8473,SpotifyMusic,Philadelphia
TX_006444,CH_0228,2026-02-14 19:31:47,94.55,Entertainment,M_9172,NetflixInc,San Antonio
TX_008670,CH_0716,2026-02-14 19:43:08,166.11,Digital Services,M_7752,SteamGames,Dallas
TX_009947,CH_0141,2026-02-14 19:54:13,144.11,Entertainment,M_4235,TicketMaster,San Jose
TX_007584,CH_0907,2026-02-14 19:54:18,205.44,Digital Services,M_7665,GooglePlay,Dallas
TX_019439,CH_0941,2026-02-14 19:56:06,67.66,Digital Services,M_7752,SteamGames,San Antonio
TX_003205,CH_0961,2026-02-14 19:59:07,47.11,Grocery,M_9638,DailyGrocer,San Diego
TX_007869,CH_0014,2026-02-14 20:02:47,90.91,Digital Services,M_7752,SteamGames,Chicago
TX_004107,CH_0856,2026-02-14 20:08:49,285.91,Retail,M_0439,WalmartDirect,Los Angeles
TX_018441,CH_0644,2026-02-14 20:13:21,85.28,Grocery,M_8505,FreshMart,Philadelphia
TX_017139,CH_0117,2026-02-14 20:17:28,110.13,Entertainment,M_8473,SpotifyMusic,Chicago
TX_015957,CH_0765,2026-02-14 20:25:39,218.53,Entertainment,M_9172,NetflixInc,San Jose
TX_013650,CH_0183,2026-02-14 20:26:00,150.58,Retail,M_6055,TargetRun,Philadelphia
TX_002899,CH_0702,2026-02-14 20:58:41,7.1,Gas/Travel,M_6552,ShellGas,Phoenix
TX_008918,CH_0436,2026-02-14 21:02:26,127.86,Gas/Travel,M_8105,DeltaAir,Los Angeles
TX_007109,CH_0681,2026-02-14 21:11:54,28.96,Grocery,M_9638,DailyGrocer,Houston
TX_004381,CH_0182,2026-02-14 21:19:19,286.57,Retail,M_0439,WalmartDirect,San Antonio
TX_003168,CH_0081,2026-02-14 21:27:22,233.6,Entertainment,M_1632,AMCTheaters,New York
TX_005872,CH_0593,2026-02-14 21:27:43,147.65,Grocery,M_1888,WholeFoodsCo,Philadelphia
TX_019547,CH_0059,2026-02-14 21:34:57,74.22,Retail,M_6055,TargetRun,New York
TX_011741,CH_0498,2026-02-14 21:36:02,7.3,Digital Services,M_5255,AmazonCloud,Phoenix
TX_000787,CH_0231,2026-02-14 21:39:01,72.77,Retail,M_0439,WalmartDirect,San Jose
TX_004995,CH_0620,2026-02-14 21:41:37,294.26,Retail,M_0439,WalmartDirect,San Antonio
TX_013811,CH_0433,2026-02-14 22:02:41,147.23,Grocery,M_8505,FreshMart,Phoenix
TX_016012,CH_0827,2026-02-14 22:13:09,110.59,Retail,M_6055,TargetRun,San Antonio
TX_014589,CH_0457,2026-02-14 22:16:24,99.76,Digital Services,M_5255,AmazonCloud,Dallas
TX_006217,CH_0368,2026-02-14 22:18:07,234.75,Digital Services,M_5255,AmazonCloud,San Antonio
TX_008042,CH_0733,2026-02-14 23:02:40,260.82,Gas/Travel,M_8105,DeltaAir,Los Angeles
TX_019325,CH_0592,2026-02-14 23:12:36,295.68,Gas/Travel,M_9191,ChevronStation,Dallas
TX_012840,CH_0236,2026-02-14 23:17:46,219.99,Digital Services,M_5656,AppleStore,Houston
TX_000045,CH_0454,2026-02-14 23:18:53,220.3,Digital Services,M_5656,AppleStore,San Diego
TX_009478,CH_0745,2026-02-14 23:27:18,279.7,Gas/Travel,M_9191,ChevronStation,Philadelphia
TX_012515,CH_0875,2026-02-14 23:27:34,99.28,Retail,M_6055,TargetRun,Chicago
TX_004926,CH_0839,2026-02-14 23:28:28,191.38,Entertainment,M_1632,AMCTheaters,Phoenix
TX_018260,CH_0765,2026-02-14 23:47:46,29.05,Gas/Travel,M_0100,UberRide,Houston
TX_004554,CH_0691,2026-02-15 00:10:28,66.93,Gas/Travel,M_6552,ShellGas,San Jose
TX_003453,CH_0611,2026-02-15 00:13:39,79.05,Grocery,M_8505,FreshMart,San Diego
TX_001441,CH_0965,2026-02-15 00:13:49,140.22,Gas/Travel,M_8105,DeltaAir,Dallas
TX_002408,CH_0398,2026-02-15 00:24:17,39.57,Entertainment,M_1632,AMCTheaters,San Antonio
TX_005024,CH_0618,2026-02-15 00:45:14,80.21,Gas/Travel,M_6552,ShellGas,Los Angeles
TX_010672,CH_0196,2026-02-15 00:53:45,215.78,Entertainment,M_9172,NetflixInc,Phoenix
TX_003740,CH_0326,2026-02-15 00:56:33,14.15,Retail,M_3476,MacyShop,New York
TX_003570,CH_0081,2026-02-15 01:22:46,74.65,Digital Services,M_5255,AmazonCloud,Chicago
TX_006642,CH_0559,2026-02-15 01:32:21,129.61,Entertainment,M_9172,NetflixInc,Phoenix
TX_001942,CH_0914,2026-02-15 01:34:42,14.85,Digital Services,M_5255,AmazonCloud,New York
TX_003651,CH_0507,2026-02-15 01:55:55,217.17,Entertainment,M_9172,NetflixInc,San Jose
TX_000708,CH_0732,2026-02-15 02:00:05,213.43,Entertainment,M_8473,SpotifyMusic,San Jose
TX_005302,CH_0922,2026-02-15 02:03:22,228.51,Entertainment,M_8473,SpotifyMusic,San Jose
TX_011674,CH_0413,2026-02-15 02:10:55,33.94,Digital Services,M_7752,SteamGames,Chicago
TX_000971,CH_0360,2026-02-15 02:17:13,49.65,Gas/Travel,M_0100,UberRide,Dallas
TX_015796,CH_0114,2026-02-15 02:21:14,23.61,Retail,M_3476,MacyShop,Phoenix
TX_006459,CH_0217,2026-02-15 02:56:27,166.44,Entertainment,M_9172,NetflixInc,New York
TX_016081,CH_0749,2026-02-15 03:09:09,139.35,Gas/Travel,M_6552,ShellGas,San Diego
TX_009836,CH_0049,2026-02-15 03:12:22,12.96,Digital Services,M_7752,SteamGames,San Jose
TX_002556,CH_0245,2026-02-15 03:17:38,167.57,Retail,M_0439,WalmartDirect,Dallas
TX_010378,CH_0152,2026-02-15 03:43:07,101.95,Entertainment,M_9172,NetflixInc,Los Angeles
TX_011194,CH_0656,2026-02-15 04:03:40,243.43,Retail,M_0439,WalmartDirect,New York
TX_003387,CH_0604,2026-02-15 04:32:58,297.36,Digital Services,M_7665,GooglePlay,Dallas
TX_018488,CH_0981,2026-02-15 04:35:31,174.34,Entertainment,M_1632,AMCTheaters,Philadelphia
TX_004860,CH_0014,2026-02-15 04:56:48,10.23,Entertainment,M_9172,NetflixInc,Phoenix
TX_018989,CH_0796,2026-02-15 04:58:55,236.83,Grocery,M_3462,SuperSaver,Philadelphia
TX_012406,CH_0891,2026-02-15 05:52:24,48.99,Gas/Travel,M_0100,UberRide,San Antonio
TX_016745,CH_0031,2026-02-15 05:53:39,251.15,Retail,M_3476,MacyShop,San Antonio
TX_010080,CH_0084,2026-02-15 06:20:28,106.45,Digital Services,M_7665,GooglePlay,Philadelphia
TX_014544,CH_0903,2026-02-15 07:04:28,238.13,Retail,M_0439,WalmartDirect,New York
TX_008619,CH_0246,2026-02-15 07:07:35,166.68,Gas/Travel,M_6552,ShellGas,Philadelphia
TX_014140,CH_0670,2026-02-15 07:19:11,277.05,Gas/Travel,M_8105,DeltaAir,San Diego
TX_010865,CH_0394,2026-02-15 07:29:04,241.76,Entertainment,M_9172,NetflixInc,Dallas
TX_002929,CH_0452,2026-02-15 08:01:36,269.12,Entertainment,M_9172,NetflixInc,Chicago
TX_001701,CH_0301,2026-02-15 08:03:49,129.41,Gas/Travel,M_8105,DeltaAir,Phoenix
TX_014655,CH_0311,2026-02-15 08:24:14,282.08,Gas/Travel,M_6552,ShellGas,Philadelphia
TX_004448,CH_0081,2026-02-15 08:34:48,127.76,Digital Services,M_7752,SteamGames,San Diego
TX_010705,CH_0149,2026-02-15 08:40:12,225.25,Gas/Travel,M_6552,ShellGas,Houston
TX_019639,CH_0175,2026-02-15 08:52:07,65.83,Retail,M_3476,MacyShop,Houston
TX_004443,CH_0272,2026-02-15 09:02:08,88.67,Digital Services,M_7752,SteamGames,Phoenix
TX_015715,CH_0195,2026-02-15 09:45:31,72.31,Gas/Travel,M_6552,ShellGas,Chicago
TX_010809,CH_0437,2026-02-15 10:08:33,82.35,Entertainment,M_9172,NetflixInc,San Diego
TX_019784,CH_0687,2026-02-15 10:12:33,113.05,Entertainment,M_9172,NetflixInc,Philadelphia
TX_008591,CH_0623,2026-02-15 10:19:25,260.16,Grocery,M_8505,FreshMart,Phoenix
TX_016175,CH_0418,2026-02-15 10:24:07,205.02,Gas/Travel,M_6552,ShellGas,New York
TX_012305,CH_0790,2026-02-15 10:29:51,121.6,Retail,M_0439,WalmartDirect,Los Angeles
TX_007040,CH_0556,2026-02-15 10:34:03,18.5,Gas/Travel,M_6552,ShellGas,San Diego
TX_003914,CH_0617,2026-02-15 10:36:14,139.67,Grocery,M_8505,FreshMart,Phoenix
TX_012459,CH_0591,2026-02-15 10:42:52,299.35,Retail,M_6055,TargetRun,New York
TX_005202,CH_0663,2026-02-15 11:00:46,152.76,Entertainment,M_1632,AMCTheaters,San Antonio
TX_013015,CH_0335,2026-02-15 11:04:39,222.93,Retail,M_0750,NordstromStyle,Chicago
TX_010434,CH_0614,2026-02-15 11:17:22,172.92,Digital Services,M_7665,GooglePlay,Phoenix
TX_001187,CH_0464,2026-02-15 11:27:47,240.85,Retail,M_0750,NordstromStyle,San Diego
TX_010387,CH_0033,2026-02-15 11:41:40,184.25,Retail,M_0750,NordstromStyle,Houston
TX_008602,CH_0431,2026-02-15 11:44:12,94.55,Grocery,M_3462,SuperSaver,Los Angeles
TX_002774,CH_0562,2026-02-15 11:47:18,139.25,Retail,M_0750,NordstromStyle,San Antonio
TX_005159,CH_0671,2026-02-15 12:03:12,163.27,Grocery,M_9638,DailyGrocer,San Diego
TX_018362,CH_0221,2026-02-15 12:11:02,58.83,Digital Services,M_5656,AppleStore,Philadelphia
TX_008711,CH_0338,2026-02-15 12:43:06,110.93,Grocery,M_1888,WholeFoodsCo,Houston
TX_004024,CH_0337,2026-02-15 12:47:38,140.46,Retail,M_6055,TargetRun,Chicago
TX_000244,CH_0330,2026-02-15 13:17:16,107.48,Gas/Travel,M_9191,ChevronStation,Houston
TX_011885,CH_0772,2026-02-15 13:47:01,261.69,Retail,M_3476,MacyShop,Los Angeles
TX_010498,CH_0987,2026-02-15 14:00:12,32.73,Digital Services,M_5656,AppleStore,Los Angeles
TX_011242,CH_0732,2026-02-15 14:01:40,270.59,Retail,M_6055,TargetRun,Philadelphia
TX_003023,CH_0040,2026-02-15 14:09:20,193.33,Digital Services,M_5656,AppleStore,Philadelphia
TX_007153,CH_0433,2026-02-15 14:11:31,15.64,Grocery,M_1888,WholeFoodsCo,Houston
TX_001364,CH_0425,2026-02-15 14:16:00,289.14,Entertainment,M_4235,TicketMaster,Philadelphia
TX_003482,CH_0707,2026-02-15 14:28:26,230.01,Retail,M_0750,NordstromStyle,San Jose
TX_007565,CH_0963,2026-02-15 14:33:49,19.26,Gas/Travel,M_9191,ChevronStation,Phoenix
TX_019955,CH_0164,2026-02-15 14:40:56,250.35,Gas/Travel,M_6552,ShellGas,Houston
TX_010947,CH_0758,2026-02-15 14:45:26,291.01,Digital Services,M_7752,SteamGames,New York
TX_001535,CH_0747,2026-02-15 14:54:47,13.19,Digital Services,M_5656,AppleStore,San Diego
TX_005777,CH_0668,2026-02-15 15:00:16,67.36,Digital Services,M_5656,AppleStore,New York
TX_015803,CH_0105,2026-02-15 15:28:14,105.52,Grocery,M_8505,FreshMart,New York
TX_019470,CH_0566,2026-02-15 15:30:09,195.78,Gas/Travel,M_9191,ChevronStation,New York
TX_010817,CH_0727,2026-02-15 15:31:20,113.51,Grocery,M_9638,DailyGrocer,San Antonio
TX_003354,CH_0261,2026-02-15 15:45:45,242.13,Retail,M_3476,MacyShop,Philadelphia
TX_003927,CH_0918,2026-02-15 15:47:38,46.12,Retail,M_6055,TargetRun,Philadelphia
TX_003288,CH_0445,2026-02-15 15:52:46,93.78,Entertainment,M_9172,NetflixInc,San Antonio
TX_002657,CH_0397,2026-02-15 15:53:14,73.42,Grocery,M_1888,WholeFoodsCo,San Diego
TX_VEL_021110,CH_0143,2026-02-15 16:01:12,86.65,Digital Services,M_9999,SteamGames,San Jose
TX_VEL_021111,CH_0143,2026-02-15 16:01:57,138.63,Digital Services,M_9999,SteamGames,San Jose
TX_VEL_021112,CH_0143,2026-02-15 16:02:42,101.69,Digital Services,M_9999,SteamGames,San Jose
TX_VEL_021113,CH_0143,2026-02-15 16:03:27,90.1,Digital Services,M_9999,SteamGames,San Jose
TX_019214,CH_0852,2026-02-15 16:06:18,42.42,Grocery,M_3462,SuperSaver,New York
TX_007418,CH_0988,2026-02-15 16:11:53,156.79,Gas/Travel,M_6552,ShellGas,San Diego
TX_002289,CH_0830,2026-02-15 16:28:03,133.21,Grocery,M_3462,SuperSaver,Philadelphia
TX_006672,CH_0127,2026-02-15 16:34:35,97.41,Entertainment,M_1632,AMCTheaters,Philadelphia
TX_018517,CH_0725,2026-02-15 16:39:22,258.97,Grocery,M_3462,SuperSaver,New York
TX_008878,CH_0590,2026-02-15 16:46:59,144.31,Entertainment,M_4235,TicketMaster,Houston
